trial_number,val_bpb,state,duration_seconds,learning_rate,batch_size,gradient_accumulation_steps,warmup_ratio,weight_decay,lora_r,lora_alpha_multiplier,lora_dropout
0,0.7524805533473882,COMPLETE,1470.931663,1.329291894316217e-05,2,8,0.1416145155592091,1.2087541473056957e-05,8,4,0.08638900372842316
1,0.7527780833769689,PRUNED,678.559468,7.4763120622522945e-06,2,4,0.1184829137724085,1.5339162591163613e-05,64,1,0.019534422801276777
2,0.7703416894021491,PRUNED,616.762883,0.00011290133559092664,8,2,0.10401360423556216,0.0015375920235481753,16,4,0.0176985004103839
3,0.7538105633289867,PRUNED,617.889088,3.87211803217458e-06,8,2,0.02818484499495253,0.016172900811143146,16,2,0.14580143360819747
4,0.7451752981307072,COMPLETE,1646.502068,0.00020597335357437193,4,1,0.06503666440534941,0.008287522363768155,16,2,0.1541934359909122
5,0.7547344311832386,PRUNED,1071.77629,3.0296104428212496e-05,2,4,0.1815132947852186,9.935023909063687e-05,16,4,0.1616240759128834
6,0.7730387145437156,PRUNED,1399.29823,7.947147424653752e-05,2,8,0.022010384905535352,8.160948743089913e-05,32,1,0.023973073466736564
7,0.7507164046725137,PRUNED,1185.473651,1.0300196600986763e-05,2,4,0.0994497011784771,0.0001597766235483386,32,4,0.04791237813339449
8,0.755627312718702,PRUNED,404.922782,2.720724805948669e-06,4,2,0.1264611661187159,0.0034207303670092245,32,4,0.1355128723684565
9,0.7589164669121918,PRUNED,2366.05745,1.1214075785991133e-06,8,8,0.0682132702100517,2.8437674894443664e-05,8,1,0.04837045818009034
10,0.7445131180628213,COMPLETE,1672.993179,0.00010035013673682534,4,1,0.14856465280080783,0.0006164271029098715,16,2,0.10583376493432543
11,0.7575731804202809,PRUNED,739.906181,9.383505012183692e-05,4,4,0.13127054714117,0.003843515016093868,16,2,0.1202702384932246
12,0.770602582696769,PRUNED,208.426923,0.0006493656942471672,2,1,0.032243781013645625,0.004593158775178689,16,2,0.18321056014399859
13,0.7502616513994315,PRUNED,329.976762,0.00015935870648642458,8,1,0.16461947645064454,0.00011774305616220329,16,2,0.12900863723331712
14,0.7503461167656443,PRUNED,380.479252,0.00010291977366347655,4,1,0.12474039675354415,0.08989558971383842,64,2,0.18276123693425822
15,0.7473616800999291,PRUNED,857.54463,0.0002649491955706904,4,1,0.08451452113290783,0.00013074445947695263,16,1,0.05267814614904967
16,0.7576040492478278,PRUNED,407.062012,0.0004076853752117139,4,2,0.16472543134241296,0.0017120671306077632,32,2,0.05580559096549424
17,0.8127509401716917,PRUNED,1503.603541,0.00027961716238310297,4,8,0.08751019843926004,0.011192886062482485,16,4,0.18959652484230682
18,0.7576123118479177,PRUNED,220.92499,0.0003743951266003664,4,1,0.061018334980858645,0.01570237497653789,32,2,0.10764323429584241
19,0.7453553808352154,PRUNED,856.143617,1.561014950831714e-05,4,1,0.14203347005754924,0.00028219844580742873,64,2,0.10477752079544453
20,0.7521127430228196,PRUNED,223.079885,7.881950737279043e-06,4,1,0.05606101071056327,0.0037227273362966944,16,2,0.10481068872935828
21,0.7574218015105356,PRUNED,1405.118129,4.692968042253225e-06,2,8,0.15768788071486253,5.5864465466949854e-05,8,4,0.0880759602440665
22,0.7636193367528429,PRUNED,1395.168527,8.673767576116589e-05,2,8,0.08995063581703748,6.59871213318893e-05,8,2,0.061328057575065015
23,0.7598022316723448,PRUNED,1465.129146,5.254773210375681e-05,4,8,0.1922507999532308,1.1386081631808192e-05,8,4,0.09537413341146066
24,0.7483857714054277,PRUNED,582.338201,8.957577969479241e-05,2,2,0.08927227011172631,1.2325048796235222e-05,8,4,0.1001429434911097
25,0.7562891277652545,PRUNED,395.867786,0.00042764958925716736,4,2,0.09517020301970278,0.026131401224430927,16,2,0.17658759865788004
26,0.7490913873009557,PRUNED,370.733288,0.00011390160222472825,4,1,0.10521618436983725,0.0004998822667137204,16,4,0.11079502639078492
27,0.7522484054827768,PRUNED,680.726814,4.383373097670329e-05,4,2,0.1756612473011884,0.00015772881169430453,16,2,0.10140170771034007
28,0.7402677049345031,COMPLETE,1307.576022,0.00011795010004603094,2,1,0.17395184560414692,0.0015712354148937214,8,2,0.12395014198443678
29,0.7454218831594019,PRUNED,654.897739,0.00023022908843896588,2,1,0.18370019941651008,0.01198065849748186,8,2,0.11227466838127574
30,0.7453197884034755,PRUNED,826.564386,0.00010501355626542048,4,1,0.059923452256692246,0.010175331414732914,16,1,0.1547419053662962
31,0.7562936973760725,COMPLETE,1642.516129,7.616832001320515e-05,2,16,0.1576897836813857,0.00032339321443016953,8,2,0.12753021109138077
32,0.7511562776227996,PRUNED,209.844536,2.8766144837164393e-05,4,1,0.16552964028510586,0.007954929074424721,16,1,0.08039295659034625
33,0.7565146664623471,PRUNED,1313.245506,6.715963639675826e-06,2,8,0.16258383668842116,1.2155078211882691e-05,32,1,0.04331790765307698
34,0.7575553964668464,PRUNED,679.782258,0.0003682235699722832,2,4,0.16450235099723878,0.0020846223430102387,32,1,0.10257365878898181
35,0.7469287071935368,PRUNED,369.052755,8.886461837844714e-05,4,1,0.07908014903857527,0.002450131834624864,8,2,0.16184828228991233
36,0.750728718439059,PRUNED,200.18793,2.4378767780596102e-05,2,1,0.19979015982183063,0.00010108196428128445,32,2,0.13032050891404603
37,0.754122646873201,PRUNED,1325.700007,1.0670778320020809e-05,2,8,0.11649008149598672,1.69496230962916e-05,8,2,0.1439527327755719
38,0.7484653768547931,PRUNED,379.305952,0.0002569268750729991,4,1,0.17138151796404313,0.0019405423521325707,16,2,0.04910167535408995
